sigma_u,sigma_v,sigma_r,R_0,X_vv,X_vr,X_rr,X_vvvv,Y_v,Y_r,Y_vvv,Y_vvr,Y_vrr,Y_rrr,N_v,N_r,N_vvv,N_vvr,N_vrr,N_rrr
0.09810522565321328,0.04095923858485121,0.00784815083895168,0.009199677398680708,-0.060124835384285674,0.08497938510424533,0.019056338577418425,0.28345119247685346,-0.4507775164003523,0.024740468696682852,-3.5059262998922907,-1.4532600978247945,-1.001892024584153,-0.08142370280075141,-0.05678142703041808,-0.01722310599686129,-0.4897356511233818,-0.5128417496476099,-0.06113324151406249,-0.050137188918138745
0.0983625215728611,0.04090941247487799,0.007875290748812994,0.009191815221673495,-0.05780684833630628,0.08558885425346438,0.019220559534506437,0.32240362656209465,-0.45181363773442024,0.023919997402191584,-3.507413954100771,-1.4172325584482452,-1.0119824005224314,-0.0813799408474942,-0.055763991203651136,-0.017247564549493694,-0.4900008714392288,-0.5024248498420609,-0.060985595448536795,-0.05047333981173484
0.09928340886845857,0.04095813006739414,0.0077903021230078156,0.008795150232441847,-0.026218357556616723,0.08758476636370491,0.00556394999166282,0.5375263167444619,-0.43633171735563353,0.009840619703376796,-3.6229365800815203,-1.3949577055794615,-1.1839152823034418,-0.0730347433319315,-0.039361082498169137,-0.013977991979061855,-0.49334693384509387,-0.4500459693323351,-0.05084575200422081,-0.04589063545067604
0.09824703992224806,0.040661942379952756,0.007811810023573053,0.008598849088961745,-0.024076341514962518,0.09673650469092418,0.007315240628027242,0.5685249448215342,-0.4371989781432704,0.006218275679154381,-3.5078739893509967,-1.227932735789408,-1.1635732767683187,-0.06853944881362532,-0.0400710377202039,-0.011403954455369486,-0.49275326670469505,-0.49195309240053486,-0.05895045021612219,-0.049240020348765484
0.09688932612585902,0.039813991028860914,0.007763812294612122,0.007814260621106293,0.034031973270879146,0.09621253115779457,0.008133706927900775,0.2968948570591492,-0.4646141610163233,0.003814499427734361,-2.90627700562075,-1.2875616424603504,-1.1105409115343936,-0.08908624626407721,-0.04078926394366625,-0.015584408184037335,-0.49261835013020866,-0.49396708861136307,-0.09838910050381636,-0.0517504574882033
0.09320164844633053,0.04042611577843454,0.007957461587141093,0.007068143490760609,0.05340697161312846,0.06706099003518504,-0.01635938827242711,0.9504672956576332,-0.32692936470156486,0.04692957113870516,-3.50103434849692,-1.4820696972607486,-1.191245434379474,-0.09359565485272389,-0.029696690681821958,-0.013556073006239053,-0.4920420396713953,-0.47276804948687756,-0.11572640360933104,-0.05607236796354271
0.09163346315325385,0.03975957175233682,0.007667152200606748,0.007258902263837193,-0.03599814720452382,0.04822100685845046,0.0009455626968369046,0.3201468078439367,-0.35420101594245784,0.07942773457863325,-3.1668040899746117,-1.6946084358274685,-1.0940317787306304,-0.08807712310586449,-0.016729680938447233,-0.007766203262917465,-0.48774126741106316,-0.5257874425172488,-0.1253833522333002,-0.05176827321458842
0.0927350178168521,0.03970484381198181,0.007738223953291061,0.007830474471412332,-0.045382948004197454,0.05761645623596781,0.0012893527737075777,0.32179589475238535,-0.3775714279703952,0.07723466650905483,-3.2118285140351013,-1.7617314801442445,-1.0946269574000658,-0.09091385624086004,-0.014226522120364044,-0.007284135587951962,-0.4889592966929871,-0.5496911940207998,-0.131198229071623,-0.050586038948480516
0.09323074532791074,0.03949450686267655,0.007737989415976078,0.007841462625227863,-0.029767982178072583,0.061267985873749736,0.0012091036465761013,0.2955893945933761,-0.3841464268784065,0.07311420029633053,-3.3999277248398223,-1.8338456137339807,-1.0786932493256258,-0.08986789898727188,-0.015000946761479395,-0.007908276361624972,-0.48963080811161197,-0.5271174884253943,-0.13597923413808688,-0.05229412646452995
0.09407742533886118,0.039682839159420044,0.0074450555250658345,0.007765183046452285,-0.004776745194619403,0.05551789877222349,-0.007836812861046413,-0.018051979264429807,-0.4295838032127878,0.07448607242480745,-3.5838654279412463,-1.9644672442417395,-1.0708846250202457,-0.09198136929406707,-0.027303668333548692,-0.010671416409786569,-0.48568175031494154,-0.5360492774024684,-0.1293217481103307,-0.05375391168764358
0.09531764578841183,0.04168946440046552,0.007725845566744645,0.007570428828025295,0.09225709758794914,0.04777142317130825,-0.03248429223673292,0.5470633749769764,-0.435893161811419,0.04036510612344926,-3.3616948415181254,-1.6674468605168267,-1.1993467272602043,-0.06993815758023056,-0.044446944035171965,-0.01787886729901178,-0.48252320047664005,-0.6525546889872418,-0.16897025713092506,-0.0518843285090451
0.0961467660241073,0.04186867201473073,0.007831551250885301,0.007496370533773247,0.0910495905288895,0.035173788975315506,-0.03527243923638613,0.6508478518174083,-0.4364234274924901,0.022965348868645763,-2.9486717555988107,-1.8650074581638523,-1.2094350261058677,-0.051793564420607854,-0.04305126400193057,-0.019882576294725784,-0.4753085059597709,-0.57315580860078,-0.1591752257818923,-0.053957600356852604
0.096236952442766,0.0415272691561158,0.0079586538379148,0.008009463710417313,0.12398755305983222,0.027188592844483633,-0.04945411232651715,0.5562384620419876,-0.44389218115998036,0.021183079505215308,-3.0361320987815885,-1.6490307529651334,-1.260611833441958,-0.047519169429419444,-0.048829485611583956,-0.018388124622775726,-0.478384901444903,-0.6807976024910676,-0.17701936765585116,-0.05685967499646553
0.09747704962271866,0.04161304923882498,0.007805052687142189,0.008501599627510055,0.13413892518412562,0.018548589520940573,-0.050413449092485636,0.9042000126869496,-0.4255976862849272,0.009923261005904183,-3.5089909133442863,-1.8063054616114258,-1.2547532444091702,-0.04062309517969642,-0.04961019234939598,-0.015070498939321303,-0.4832274074831751,-0.7176653033931122,-0.17513749413755236,-0.05629688183197129
0.09716039700183227,0.041309624831404615,0.007732890892198166,0.009608373398726996,0.1478367564114253,0.05848224240115976,-0.023500062491927556,0.43235595752225153,-0.404034298521583,0.03545116653923347,-3.2547721909139224,-2.049164605267105,-1.278665492311029,-0.029785818280267218,-0.042804149372633965,-0.017764804741448828,-0.47649272957600525,-0.6486587460332124,-0.18496765663384454,-0.05431225950300437
0.09853543040569243,0.04076013202536922,0.007564244136687745,0.008153619712408074,0.189607833955393,0.016089766473909972,-0.05645118011795294,-0.11701060119894269,-0.3337219851110609,0.060664697759889474,-3.8773522325587306,-2.342000115140442,-1.3027788707611465,-0.03850599817474688,-0.0638691969222139,-0.01869834479408225,-0.4827000865744475,-0.5368964631275801,-0.07916431892970413,-0.05629557554384464
0.09869026351561375,0.040539519283206774,0.00760618464659808,0.00821478444421043,0.188427663552666,0.017432310331290557,-0.053071512420517435,-0.25782677552834166,-0.3502932955017756,0.06921885767136043,-3.930487816365974,-2.3373099929549466,-1.311811023646026,-0.0362398371961752,-0.06714102213110967,-0.021030560574542112,-0.48096645913359753,-0.5507389950951794,-0.08004895214713223,-0.05434887098976107
0.09811796761566256,0.0410709914026078,0.007667379099191331,0.007815138176458434,0.18787348586956815,0.033679734722560334,-0.044114229904584565,0.3617623298278847,-0.3492366614502684,0.0767120736382779,-2.8555769464694856,-2.3472940912751934,-1.3564342649293546,-0.07294033239797681,-0.05053039343598367,-0.0166398043879529,-0.4731310966780442,-0.530348158868505,-0.10111712045414012,-0.05204076370282111
0.09332496638288491,0.0402244258866298,0.007532787983258542,0.00920224143009982,0.15084857427967063,0.03032840924331867,-0.04814958943839606,1.1057555602446638,-0.19533848472839127,0.061758069557916545,-4.730055651565447,-2.0955272729680416,-1.4278616297690687,-0.05421839226269637,-0.03784268578116301,-0.013735491845644099,-0.453166875101263,-0.4541982886745135,-0.037847684400415804,-0.034479311432497176
0.08907814123055874,0.04184542526206429,0.007943344633115386,0.01176532944406189,-0.013951440076027749,0.04206955628624967,-0.009626519194334132,0.4404511869761003,-0.08892097724604936,0.11612291953061304,-4.651195225718549,-1.888364213694349,-1.4155896354766886,-0.0629659409411809,-0.053298437125100684,-0.021926178200296936,-0.3678092852161,-0.192326745317576,0.049475689010197665,-0.03468777440181167
0.08825476063612905,0.04144452050965028,0.007924630988941786,0.011641289432724486,-0.001126645530569459,0.03865222299704921,-0.0010838978319780979,0.6008607430593909,-0.08089854594634566,0.11300466006963372,-4.621921191116136,-1.8100905335004533,-1.4239813672399884,-0.054817372707063675,-0.045114539780790885,-0.019512521505109792,-0.3690761119164897,-0.16177390847933104,0.059316553988654874,-0.02647455074874866
0.08461070004180116,0.04207287017641094,0.007467457115723516,0.013671912668517975,-0.13664966862755615,-0.0017097447479949568,0.007680336144314848,0.1355542143666355,-0.10311931394314322,0.1265874474449581,-5.136199969223826,-2.4082325484306395,-1.3802782050175397,-0.06247552508024889,-0.032688445447946635,-0.012488505906770017,-0.33605137778896454,-0.17326456372042687,0.014298234804318188,-0.0504062272775192
0.08178150177470996,0.042311827567627296,0.007542022317688301,0.013402827774348725,-0.15539410145325797,-0.0318224046835589,-0.0006108467537321444,-0.4798783913592164,-0.11669699050078197,0.12910767462165315,-5.116007442495984,-2.420642581476814,-1.370901879516405,-0.05776834142014334,-0.038271792145695344,-0.01705523052118149,-0.31775454173429396,-0.1442515406288759,0.02022785524509152,-0.04612994376590461
0.08140989036015166,0.042789074493120666,0.007644543928861339,0.014657288948817375,-0.14539150898893888,-0.034739292021359,0.004778796081770786,-0.16218541202852732,-0.09203231552557134,0.1254988051275653,-5.000241433865063,-2.3954298844405133,-1.4136184005223444,-0.06211037697548064,-0.03120324210699596,-0.017017975348801437,-0.33392583283329536,-0.1646633285015533,0.002989832620159172,-0.04274957950359805
0.08032995785159758,0.0423250924659468,0.007681302995748941,0.013666592218519503,-0.1139346337509958,-0.024027343819316094,-0.006533447875281387,0.1002321332459557,-0.0621423182264621,0.13339188211004555,-5.154978045710811,-2.346391626478763,-1.4128271168325068,-0.04843494447484503,-0.03530680019377114,-0.012432015589701001,-0.3520173794389001,-0.31599250008029045,-0.006314063602601783,-0.04011098371273254
0.08216090402554413,0.04309241990753133,0.00774076678940345,0.012440692029177046,-0.06686492836437022,-0.0008903682202088259,0.002225252454520363,0.011386035097324054,-0.06837494517383846,0.12446308595655065,-5.053887920132406,-2.3321012004051265,-1.4084257170134524,-0.03373396454497067,-0.029903842920863538,-0.011272331929483723,-0.34943553464577526,-0.3787433663546219,-0.01893053300247688,-0.028541684727680407
0.0849348903058559,0.043808071079399706,0.007928059305948712,0.013002699395636353,0.017397352175035408,-0.00011931173543583418,-0.026484303858744666,0.3676024358575771,-0.05374825323742388,0.15050156025829745,-4.83136821114139,-2.3039575950771765,-1.4386423472103278,-0.051295593246866,-0.04636625207279094,-0.017066070107991604,-0.28129325443852926,-0.22927456780283006,0.0037817198368150784,-0.0462895594149478
0.08612554700544975,0.04436143304878008,0.007904092220033368,0.012337136260677943,0.023648456322510114,-0.0290644423410574,-0.03868898084401997,0.7184234553951838,-0.030899056655456447,0.1496599565839975,-4.789498023079942,-2.298480834188504,-1.4507592836644754,-0.06649650288401764,-0.052747698193378545,-0.021127870509790356,-0.28022559858521345,-0.21320714700789034,-0.0090448648144274,-0.04865948946323019
