time,u,v,r,x,y,ψ,x1,y1,x2,y2,δ,n_p,X_F,Y_F,N_F
0.0,1.4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-3.0,0.0,0.3490658503988659,21.21824,-13.124864514423377,3.8438648567192244,0.5586998034936577
0.25,1.406961536545648,-0.005517059102846035,0.006822095458658925,0.35,0.0,0.0,3.35,0.0,-2.65,3.6739403974420594e-16,0.3490658503988659,21.21824,-18.05923178660991,10.595368168724034,-5.732448277263025
0.5,1.41388473751626,-0.011601881074313005,0.013033203968370089,0.7017390056359454,-0.0013387367638533038,0.001707641290380691,3.701734631578871,0.00378418461751507,-2.29825662030698,-0.006461658145221624,0.3490658503988659,21.21824,-8.620667311505697,12.015837247190902,-13.737474574091463
0.75,1.42072606863602,-0.018462589499206282,0.01868750694942313,1.0552147380622705,-0.0036754366546562457,0.0049550037415411015,4.055177910044555,0.011189513742262258,-1.9447484339200134,-0.018540387051574816,0.3490658503988659,21.21824,-14.863385939773284,13.8700327339247,-20.7482710610283
1.0,1.4274826070063173,-0.0259313696992455,0.02392644401877786,1.4104261780520067,-0.006581881855539864,0.009630917186453087,4.4102870472786515,0.022310423050119668,-1.5894346911746382,-0.03547418676119863,0.3490658503988659,21.21824,-16.535026715035997,18.2104099121035,-11.448256985088067
1.25,1.434006865264299,-0.03385344699720127,0.028810904121227894,1.767328163163929,-0.009656141439038366,0.015623332596500464,4.766962037829142,0.03721194963565702,-1.2323057115012834,-0.05652423251373397,0.3490658503988659,21.21824,-11.12511272445778,29.57218911634874,-1.2821423384887414
1.5,1.4403390108488388,-0.04216304363720869,0.03340487366409568,2.1259141767994927,-0.012530524435830631,0.022842896314053996,5.1251315139650115,0.05599220497401654,-0.8733031603660261,-0.08105325384567805,0.3490658503988659,21.21824,-3.001865005590634,39.924399126751304,-11.41291237284696
1.75,1.446452757339984,-0.05083318212977152,0.03771975412000964,2.486152101350915,-0.014859219406719748,0.031202576569277773,5.484691818665936,0.07873332161426634,-0.5123876159641061,-0.10845176042770563,0.3490658503988659,21.21824,3.5895357728195707,7.766277913021147,4.858918434404718
2.0,1.4522967794874901,-0.05977764354729302,0.04179598840051435,2.847991244417923,-0.01629006598585735,0.040634473493958566,5.845514844538819,0.10557981024809839,-0.14953235570297224,-0.13815994221981287,0.3490658503988659,21.21824,2.99276854409331,-1.9056279075986642,-48.81857373408429
2.25,1.4578450976331203,-0.06915149429850065,0.045671434824098064,3.211380231026852,-0.01653798773484679,0.05108247771385662,6.20746695279253,0.13664280629430944,0.21529350926117433,-0.16971878176400254,0.3490658503988659,21.21824,-15.22286269166711,-4.626307213318847,-30.75594632557618
2.5,1.463020782170638,-0.07863532858707564,0.049326010121780846,3.57623546684456,-0.015200936894233205,0.062486641177519425,6.570380501826515,0.1721370183976214,0.5820904318626047,-0.20253889218608706,0.3490658503988659,21.21824,-4.71082810065013,17.177638733849,-40.18936217976731
2.75,1.467767299947489,-0.08825358117198158,0.0528817290007142,3.9424710066663895,-0.011964104557894885,0.0748312563445861,6.934075350149389,0.21232020620343975,0.9508666631833907,-0.2362484153192295,0.3490658503988659,21.21824,-20.501134431697604,29.88429013245473,12.355255141780724
