time,u,v,r,x,y,ψ,x1,y1,x2,y2,δ,n_p,X_F,Y_F,N_F
0.0,1.4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-3.0,0.0,0.3490658503988659,21.21824,7.083806609193572,3.88955849625149,0.10425846255415168
0.25,1.4077256758409666,-0.005517059102846035,0.006822095458658925,0.35,0.0,0.0,3.35,0.0,-2.65,3.6739403974420594e-16,0.3490658503988659,21.21824,-10.044390462755892,9.367207817752984,1.4112515986017897
0.5,1.4154058117957895,-0.011600423758618417,0.01302743836027863,0.7019305916107025,-0.0013382549903170754,0.001705918995553159,3.7019262263723434,0.003779499514094495,-2.2980650431509386,-0.006456009494728663,0.3490658503988659,21.21824,-5.7828518731976,11.81392048513729,-2.8750982781901158
0.75,1.4230034741915543,-0.018497594029709897,0.018725988324233923,1.0557880881374229,-0.003679577630245439,0.004964891170198221,4.055751113002389,0.011215034687810018,-1.9441749367275423,-0.018574189948299874,0.3490658503988659,21.21824,-3.125126083416909,12.483406622115883,-6.653484299045125
1.0,1.4304726779811558,-0.025970209522365097,0.02397461199923992,1.4115604951186482,-0.00658153890567344,0.009641615705566481,4.411421055068737,0.022342860067178942,-1.5883000648314405,-0.035505937878525386,0.3490658503988659,21.21824,3.698469994370361,13.858216548905379,-8.605757630372429
1.25,1.437757554290735,-0.03392905653993537,0.028865712319642464,1.7692210848604335,-0.009656050259005055,0.01563571753211638,4.768854378837301,0.037249191084503926,-1.2304122091164345,-0.056561291602513004,0.3490658503988659,21.21824,1.3615548037764527,17.343867142231186,9.131529832073381
1.5,1.4448115046347132,-0.042311820474401594,0.03346398753621009,2.1287411045904707,-0.012535568844311113,0.02285713725713927,5.127957465627299,0.056029872242070386,-0.8704752564463575,-0.08110100993069166,0.3490658503988659,21.21824,4.2803759341522865,20.025067700602325,-7.289886617828209
1.75,1.4516564608706286,-0.051070839774801945,0.03781515868729415,2.4901003908113983,-0.014866456842213684,0.03123009730046839,5.488637531247326,0.0788086061485812,-0.5084367496245297,-0.10854151983300835,0.3490658503988659,21.21824,8.812901597800353,19.74749027719713,-10.860112989359271
2.0,1.4581838278915098,-0.060160418738084455,0.041919117626270486,2.853228289080235,-0.016307761092963325,0.04067802364948053,5.850746578903993,0.10569265764424526,-0.1442900007435232,-0.13830817983017107,0.3490658503988659,21.21824,0.5002173411052752,25.203569761849863,6.268440167748751
2.25,1.4643968351796732,-0.06955392919777634,0.045843040449168794,3.218078692333607,-0.016522634703588793,0.051156354983183674,6.2141540893444205,0.13687950161301815,0.22200329532279436,-0.1699247710201959,0.3490658503988659,21.21824,1.414197501221739,15.334069852886694,6.289166297376209
2.5,1.4702983682578719,-0.07917953779981575,0.04961867177165352,3.584595433851354,-0.015169506095676298,0.06261975130476807,6.5787155057289235,0.17256699856196547,0.5904753619737856,-0.20290601075331705,0.3490658503988659,21.21824,3.781586782417651,1.0614935771370397,-10.912294643401337
2.75,1.4757931118483163,-0.08902454398330797,0.05324453659933109,3.9526784062713176,-0.011928306986094596,0.07502155344313187,6.944240014933519,0.2129252933373632,0.9611167976091154,-0.2367819073095526,0.3490658503988659,21.21824,3.789345518850686,20.251184274024183,11.042026270782157
3.0,1.4809197275909527,-0.09906807157885285,0.056744676315774845,4.322258645761715,-0.006476425996207198,0.08832895189231332,7.310563247077378,0.25816599266652357,1.333954044446052,-0.2711188446589374,0.3490658503988659,21.21824,4.214759320719649,23.581589228613915,18.250620293921
3.25,1.4855943363212087,-0.10919273772320065,0.060129011249928296,4.693215800743739,0.0015272330433610617,0.10251081168543826,7.677466899624499,0.3085213353142639,1.7089647018629786,-0.3054668692275418,0.3490658503988659,21.21824,5.685084411672303,6.364938910400835,13.068866049669543
3.5,1.489858581373946,-0.11944069585851713,0.06343359997070012,5.065459890986771,0.012387061482136256,0.11754638737458584,8.044758014436429,0.364214706231492,2.086161767537114,-0.3394405832672193,0.3490658503988659,21.21824,7.952064749657907,11.31961640777047,4.734886650136784
3.75,1.49368274502604,-0.12978286038936043,0.06663039736167316,5.438862128967875,0.02641468967064386,0.13340079259635756,8.412208034480399,0.4254311381688532,2.4655162234553516,-0.37260175882756463,0.3490658503988659,21.21824,4.984630919691848,4.594185179107496,3.654422647121274
4.0,1.497003254698376,-0.1401566742483607,0.06972319591946846,5.813270600802191,0.04392954299198555,0.15005039478626267,8.77956123813631,0.4923934265649837,2.846979963468073,-0.40453434058101173,0.3490658503988659,21.21824,17.213034263887632,6.150266926649743,15.667684252000562
4.25,1.499830664064616,-0.15052710463869218,0.07275857716664354,6.188544759215942,0.06524502089126638,0.1674846105452712,9.146566383129448,0.5653530816760197,3.230523135302436,-0.43486303989348585,0.3490658503988659,21.21824,10.678427798232066,2.4663097484059286,30.41080100660238
4.5,1.5021623506563386,-0.16086039952711478,0.07567729361078239,6.564521554635166,0.09066261383920968,0.18566505255291488,9.512962652096236,0.6444632050293555,3.616080457174095,-0.46313797735093604,0.3490658503988659,21.21824,13.603359298213142,-1.7129952400459867,31.016545066403847
4.75,1.5039572570902036,-0.17115071107885738,0.07851732910688979,6.9410200011561365,0.12047539791200892,0.2045796369046597,9.878459411563785,0.7299421403877248,4.003580590748487,-0.4889913445637064,0.3490658503988659,21.21824,14.338180786208458,-13.196510522946804,21.525606315354555
5.0,1.5052308234545928,-0.18138183723957346,0.08126134834875995,7.3178558583975635,0.15496936562767435,0.2242019345142229,10.242771408727567,0.8219543905253793,4.39294030806756,-0.5120156592700307,0.3490658503988659,21.21824,12.670615101216459,-10.239192133150278,26.01018294493526
