time,u,v,r,x,y,ψ,x1,y1,x2,y2,δ,n_p,X_wind,Y_wind,N_wind,U_W,Ψ_W,X_F,Y_F,N_F
0.0,1.4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-3.0,0.0,0.6108652381980153,21.21824,-0.2734378984095851,-3.5493929431563486e-19,3.7268625903141655e-18,0.0,3.141592653589793,0.0,0.0,0.0
0.1,1.4014552263861053,-0.0032261603361722103,0.003989294544071916,0.13999999999999999,0.0,0.0,3.14,0.0,-2.86,3.6739403974420594e-16,0.6108652381980153,21.21824,-0.2743084838557088,0.0011194292100544776,0.0018657528095247194,0.0,3.141592653589793,0.0,0.0,0.0
0.2,1.4029198168458712,-0.006629590756317328,0.007847204941780175,0.28014552263861053,-0.00032261603361722106,0.00039892945440719163,3.2801452839215495,0.0008741722978605979,-2.719854238644328,-0.0015194043650951098,0.6108652381980153,21.21824,-0.27520057779861357,0.002315212368723065,0.003850583754507574,0.0,3.141592653589793,0.0,0.0,0.0
0.3,1.404386726262306,-0.010202877056364365,0.01158357128638975,0.4204377576337298,-0.0009296084542690686,0.0011836499485852092,3.420435656093174,0.00262134056232373,-2.5795601408257145,-0.004480557470861863,0.6108652381980153,21.21824,-0.2761107889036412,0.0035868660753434786,0.005952373887027625,0.0,3.141592653589793,0.0,0.0,0.0
0.4,1.4058489919350081,-0.013938890768890294,0.015207396439103262,0.56087753954398,-0.0017836652563622706,0.002342007077224184,3.5608693120520156,0.0052423495523609715,-2.439114232964056,-0.008809680065085212,0.6108652381980153,21.21824,-0.2770357631339765,0.004933949255687794,0.00816907082035082,0.0,3.141592653589793,0.0,0.0,0.0
0.5,1.4072997420383213,-0.01783075479799471,0.018726913909663134,0.70146531767887,-0.002848299982642107,0.0038627467211345104,3.7014429364883514,0.00873991136312366,-2.2985123011306112,-0.014436511328407517,0.6108652381980153,21.21824,-0.27797218341956376,0.006356041015736942,0.010498656488686498,0.0,3.141592653589793,0.0,0.0,0.0
0.6,1.4087322021230297,-0.021871811284338842,0.022149647930072847,0.8422011295330825,-0.004087759265404847,0.005735438112100824,3.8421517867928374,0.013118460736716537,-2.157749527726673,-0.02129397926752599,0.6108652381980153,21.21824,-0.27891676899375406,0.0078527200709279,0.01293911737382013,0.0,3.141592653589793,0.0,0.0,0.0
0.7,1.410139700311336,-0.026055591374775203,0.025482466698533462,0.9830845770950414,-0.0054669392135419095,0.007950402905108109,3.982989764234931,0.01838401823444018,-2.016820610044848,-0.029317896661523513,0.6108652381980153,21.21824,-0.27986627460663666,0.009423545491848359,0.015488416850129498,0.0,3.141592653589793,0.0,0.0,0.0
0.8,1.411515671699239,-0.030375786661886305,0.02873162965989182,1.1241148055069423,-0.0069513099379202295,0.010498649574961456,4.123949474561192,0.024544060200950596,-1.875719863547307,-0.03844668007679081,0.6108652381980153,21.21824,-0.280817489782099,0.011068038559589608,0.018144469376880423,0.0,3.141592653589793,0.0,0.0,0.0
0.9,1.4128536623726575,-0.03482622213163779,0.031902829591441695,1.2652904836576406,-0.008506847584291488,0.013371812540950639,4.265022279598091,0.031607394573299565,-1.7344413122828104,-0.04862108974188256,0.6108652381980153,21.21824,-0.2817672382526257,0.012785665569344965,0.020905116333104885,0.0,3.141592653589793,0.0,0.0,0.0
1.0,1.4141473333572752,-0.039400830516486594,0.03500123017777359,1.4066097863755807,-0.010099973314794912,0.016562095500094808,4.4061983412697305,0.03958404170034161,-1.5929787685185692,-0.05978398832993137,0.6108652381980153,21.21824,-0.28271237767955976,0.014575821460987341,0.023768103348229912,0.0,3.141592653589793,0.0,0.0,0.0
1.1,1.4153904647520807,-0.044093627999816684,0.03803149968432467,1.5480703779598324,-0.01169749874567622,0.02006221851787217,4.5474666592918105,0.048485119441826166,-1.4513259033721457,-0.07188011693317786,0.6108652381980153,21.21824,-0.28364979974531374,0.01643781419146604,0.026731059032716557,0.0,3.141592653589793,0.0,0.0,0.0
1.2,1.4165769602391067,-0.048898691257797645,0.04099784127504598,1.6896693968461172,-0.013266577409898877,0.023865368486304637,4.688815103675095,0.058322731912881634,-1.3094763099828604,-0.0848558867326796,0.6108652381980153,21.21824,-0.284576430686519,0.018370849796778575,0.029791475058527247,0.0,3.141592653589793,0.0,0.0,0.0
1.3,1.4177008521139312,-0.05381013585830708,0.04390402046386451,1.8314034412537137,-0.014774661868875473,0.027965152613809236,4.830230443060879,0.06910986132967775,-1.1674235605534518,-0.09865918506742813,0.6108652381980153,21.21824,-0.28548923232235085,0.020374018121572808,0.032946687580091505,0.0,3.141592653589793,0.0,0.0,0.0
1.4,1.418756306940869,-0.058822096064548246,0.04675339014108158,1.9732685557001806,-0.016189466147710257,0.032355554660195684,4.971698369814565,0.08086026249681584,-1.025161258414204,-0.11323919479223668,0.6108652381980153,21.21824,-0.2863852036194489,0.022446279222469185,0.03619386002307702,0.0,3.141592653589793,0.0,0.0,0.0
1.5,1.419737631901699,-0.06392870611415533,0.04954891357327494,2.1152602183053704,-0.01747893321328761,0.037030893674303844,5.113203522718685,0.09358835955727038,-0.8826830861079435,-0.12854622598384574,0.6108652381980153,21.21824,-0.2872613828234048,0.024586450477133617,0.03952996730092665,0.0,3.141592653589793,0.0,0.0,0.0
1.6,1.4206392818759745,-0.0691240830633331,0.0522931857374925,2.257373328835428,-0.018611207254452065,0.04198578503163134,5.254729508031209,0.10730914470213815,-0.7399828503603527,-0.14453155921104147,0.6108652381980153,21.21824,-0.28811485017619987,0.026793194454988824,0.04295178154780039,0.0,3.141592653589793,0.0,0.0,0.0
1.7,1.4214558672635196,-0.07440231130011928,0.05498845331645679,2.3996021974623356,-0.019554610558583516,0.04721510360538059,5.396258919606844,0.1220380786105063,-0.5970545246821719,-0.1611472997276734,0.6108652381980153,21.21824,-0.28894273122897185,0.02906500762711801,0.0464558594811171,0.0,3.141592653589793,0.0,0.0,0.0
1.8,1.422182162534919,-0.07975742884121285,0.05763663365015688,2.541940534235814,-0.020277624809235787,0.052713948937026266,5.537773358716294,0.13779099245970383,-0.45389229024466493,-0.17834624207817446,0.6108652381980153,21.21824,-0.2897422007497547,0.03140021001216332,0.050038531527035635,0.0,3.141592653589793,0.0,0.0,0.0
1.9,1.422813115473248,-0.08518341553289538,0.06023933290970949,2.6843814392827006,-0.020748876655310004,0.05847761230204195,5.679253454139911,0.15458399141314785,-0.31049057557451,-0.19608174472376716,0.6108652381980153,21.21824,-0.2905104872162657,0.033796935871554044,0.053695892857582785,0.0,3.141592653589793,0.0,0.0,0.0
2.0,1.4233438570496353,-0.09067418327823203,0.06279786373096305,2.8269173937646968,-0.0209371274235793,0.0645015455930129,5.820678883056211,0.1724333595568616,-0.16684409552681778,-0.21430761440401988,0.6108652381980153,21.21824,-0.2912448778742649,0.036253125580845195,0.057423796498299574,0.0,3.141592653589793,0.0,0.0,0.0
2.1,1.4237697118563852,-0.09622356840980573,0.0653132625173618,2.969540251639094,-0.020811266863346785,0.0707813319661092,5.962028393191519,0.19135546631628497,-0.022947889913330854,-0.23297800004297764,0.6108652381980153,21.21824,-0.29194272433247387,0.038766518813904166,0.061217848669807624,0.0,3.141592653589793,0.0,0.0,0.0
2.2,1.424086209004242,-0.10182532631956029,0.06778630659358476,3.112241232278965,-0.020340310824664358,0.07731265821784537,6.103279826643589,0.21136667444184887,0.12120263791434116,-0.2520472960911766,0.6108652381980153,21.21824,-0.2926014486555093,0.041334649182736945,0.06507340652518928,0.0,3.141592653589793,0.0,0.0,0.0
