time,u,v,r,x,y,ψ,x1,y1,x2,y2,δ,n_p,X_wind,Y_wind,N_wind,U_W,Ψ_W,X_F,Y_F,N_F
0.0,1.4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-3.0,0.0,0.6108652381980153,21.21824,18.365368899920124,1.2962051498810465e-14,-1.7957842180643667e-14,15.0,3.141592653589793,0.0,0.0,0.0
0.25,1.4049303138258344,-0.008065400840430526,0.009973236360179789,0.35,0.0,0.0,3.35,0.0,-2.65,3.6739403974420594e-16,0.6108652381980153,21.21824,18.35215115136756,0.05595052242496522,-0.08625872308430527,15.0,3.141592653589793,0.0,0.0,0.0
0.5,1.409873866442427,-0.017251391742282466,0.0191371717136975,0.7012325784564586,-0.0020163502101076315,0.002493309090044947,3.7012232535759617,0.005463569310089169,-2.298758096663044,-0.009496269730304135,0.6108652381980153,21.21824,18.33918078379108,-0.1397194982175103,0.21540429735414163,15.0,3.141592653589793,0.0,0.0,0.0
0.75,1.4147219673058797,-0.02744859520886725,0.027642726411065344,1.0537107027434423,-0.005450372818862877,0.007277602018469322,4.053631257857374,0.01638224051345044,-1.9462098523704898,-0.02728298615117636,0.6108652381980153,21.21824,18.334249774099046,-0.5664847327194775,0.8732876934406579,15.0,3.141592653589793,0.0,0.0,0.0
1.0,1.4193702390283418,-0.03855772473263218,0.03561008652177622,1.4074317680815955,-0.009738416759793192,0.014188283621235658,4.407129812058971,0.0328250060151009,-1.592266275895779,-0.052301839534687034,0.6108652381980153,21.21824,18.352417458619346,-1.207904587789539,1.8616373912079232,15.0,3.141592653589793,0.0,0.0,0.0
1.25,1.4237192509984828,-0.05048651433614067,0.04313436840866517,1.7623753746175996,-0.014342439751695607,0.02309080525167971,4.76157563222203,0.054923820328637005,-1.2368248829868311,-0.08360869983202823,0.6108652381980153,21.21824,18.413103571575107,-2.0511571768835912,3.1593944736216013,15.0,3.141592653589793,0.0,0.0,0.0
1.5,1.4276748931111993,-0.06314702129646135,0.05028976607198957,2.1185017209828994,-0.01874272799181774,0.033874397353846,5.116780673369776,0.08286103017615085,-0.8797772314039771,-0.12034648615978533,0.6108652381980153,21.21824,18.537456576331557,-3.0868037381985376,4.749154625003145,15.0,3.141592653589793,0.0,0.0,0.0
1.75,1.4311486782600025,-0.07645324657452561,0.057132648822187895,2.47575035077851,-0.022432332181564006,0.04644683887184339,5.472514969222576,0.11685808974968503,-0.5210142676655569,-0.16172275411281312,0.6108652381980153,21.21824,18.745902212772922,-4.308713314582446,6.616283804879709,15.0,3.141592653589793,0.0,0.0,0.0
2.0,1.434058073823769,-0.09031907832982841,0.0637039526881038,2.834039094754839,-0.024912922269775113,0.060730001077390364,5.82850859529019,0.1571651114508444,-0.1604304057805117,-0.2069909559903949,0.6108652381980153,21.21824,19.055784472683275,-5.71410451488055,8.74815061650171,15.0,3.141592653589793,0.0,0.0,0.0
2.25,1.436326904706395,-0.10465660442797284,0.0700311259089888,3.193263118442464,-0.02569185985745208,0.07665598924941631,6.18445322269411,0.20405095336426604,0.20207301419081825,-0.25543467307916984,0.6108652381980153,21.21824,19.47903169552962,-7.303675105046679,11.13344838114172,15.0,3.141592653589793,0.0,0.0,0.0
2.5,1.4378858284215825,-0.11937486573594386,0.07612983049474556,3.553294028988437,-0.02428036116713887,0.09416377072666351,6.540003630060686,0.2577936696525183,0.5665844279161885,-0.3063543919867953,0.6108652381980153,21.21824,20.019809967655142,-9.081796228713497,13.761590158981374,15.0,3.141592653589793,0.0,0.0,0.0
2.75,1.4386728496316021,-0.13437913327857276,0.08200555562977649,3.9139790255342004,-0.020192678345381895,0.1131962283503499,6.894779460459471,0.3186712576957893,0.9331785906089296,-0.3590566143865532,0.6108652381980153,21.21824,20.67216064300434,-11.056749345735822,16.622168463928784,15.0,3.141592653589793,0.0,0.0,0.0
3.0,1.438633815276757,-0.14957078665662787,0.08765525571553279,4.2751401003610034,-0.012946264547041716,0.13369761725779403,7.248367436969858,0.3869527287522925,1.3019127637521497,-0.4128452578463753,0.6108652381980153,21.21824,21.41765577282926,-13.240982560492423,19.70447842482909,15.0,3.141592653589793,0.0,0.0,0.0
3.25,1.4377228121960681,-0.16484784627257562,0.09306908085419388,4.63657331652448,-0.0020629093128768303,0.15561143118667722,7.60032417639359,0.462889605063712,1.67282245665537,-0.46701542368946597,0.6108652381980153,21.21824,22.223141322205556,-15.65136045229866,22.997108556723354,15.0,3.141592653589793,0.0,0.0,0.0
3.5,1.435902378264375,-0.18010616789879225,0.098232219277226,4.998048203317274,0.012929164884558607,0.1788787014002257,7.9501796628900525,0.5467080005465705,2.045916743744495,-0.5208496707774526,0.6108652381980153,21.21824,23.039426563321648,-18.309051862124672,26.48742374666211,15.0,3.141592653589793,0.0,0.0,0.0
3.75,1.4331434895637283,-0.1952412350119542,0.10312681948005845,5.359307323679457,0.03249226615765446,0.2034367562195322,8.29744136329707,0.6386014685628677,2.4211732840618434,-0.5736169362475588,0.6108652381980153,21.21824,23.830306136137377,-21.226379810666515,30.15387540256513,15.0,3.141592653589793,0.0,0.0,0.0
4.0,1.4294273251139293,-0.21014988567607165,0.10773380898081718,5.720066088643896,0.057075311063162014,0.2292184610895468,8.641598901444073,0.738724798506587,2.7985332758437185,-0.624574176380263,0.6108652381980153,21.21824,24.59371152953997,-24.397171419495965,33.96041233469391,15.0,3.141592653589793,0.0,0.0,0.0
