time,u,v,r,δ,n_p,x,y,ψ
0.0,1.4,0.0,0.0,0.17453292519943295,21.21824,0.0,0.0,0.0
0.1,1.4030342183378768,-0.0012031529446784558,0.0014251933389734634,0.17453292519943298,21.218239999999998,0.1403034375561385,-0.00010031934309036019,0.00014251933389734634
0.2,1.4060586281454497,-0.0024620752354454966,0.002798832800106099,0.17453292519943298,21.218239999999998,0.2809093918256541,-0.000287134562452769,0.00042240261390795626
0.3,1.4090724530082332,-0.003773756722224567,0.004123830138441774,0.17453292519943298,21.218239999999998,0.4218169030574233,-0.0005468827736233963,0.0008347856277521336
0.4,1.4120749270886357,-0.005135335289487446,0.00540293097270186,0.17453292519943292,21.218239999999994,0.563024968414622,-0.0008662444592204845,0.0013750787250223198
0.5,1.4150652967765398,-0.006544089488162447,0.006638724516052,0.17453292519943292,21.21824,0.7045325382552521,-0.0012321273424712531,0.0020389511766275197
0.6,1.4180428219801757,-0.007997431473526927,0.007833652664865177,0.174532925199433,21.218240000000005,0.8463385128099977,-0.0016316512786281713,0.0028223164431140373
0.7,1.4210067771344983,-0.009492900188847343,0.00899001864082827,0.17453292519943295,21.21824,0.9884417392067467,-0.002052134091588945,0.003721318307196864
0.8,1.4239564519065218,-0.011028155284097263,0.010109994562930151,0.17453292519943295,21.218240000000005,1.1308410087911762,-0.0024810783453245505,0.00473231776348988
0.9,1.426891151746845,-0.01260097051438437,0.011195629447398228,0.17453292519943295,21.21824,1.273535054709112,-0.002906158906441809,0.005851880708229703
1.0,1.4298101981882474,-0.014209228574207717,0.012248855448824406,0.17453292519943295,21.21824,1.41652254970877,-0.0033152113733742766,0.007076766253112143
1.1,1.4327129290435452,-0.015850914958283113,0.013271495082456381,0.174532925199433,21.21824000000001,1.5598021041366579,-0.0036962211914286585,0.008403915761357782
1.2,1.4355986984632474,-0.017524113006581868,0.01426526689631714,0.17453292519943286,21.218239999999994,1.7033722640992728,-0.004037313509534899,0.009830442450989494
1.3,1.4384668768421376,-0.0192269991258702,0.015231791121368375,0.17453292519943292,21.218239999999998,1.8472315097625924,-0.004326743733055906,0.011353621563126333
1.4,1.441316850744343,-0.020957837017975142,0.016172595882394038,0.17453292519943292,21.218239999999998,1.9913782537779166,-0.004552888600745142,0.012970881151365734
1.5,1.4441480226388421,-0.022714974652008838,0.017089120871734757,0.17453292519943292,21.218239999999998,2.135810839806844,-0.004704238023317247,0.014679793238539211
1.6,1.446959810642367,-0.024496838352877904,0.01798272364329861,0.17453292519943295,21.21824000000001,2.280527541132586,-0.004769387319609868,0.016478065602869074
1.7,1.449751648286193,-0.026301929292363746,0.018854683378090178,0.1745329251994329,21.218239999999998,2.4255265593531843,-0.00473703005029303,0.01836353394067809
1.8,1.4525229840802978,-0.028128820394807116,0.019706204458635104,0.1745329251994329,21.218239999999994,2.5708060231290832,-0.004595951452747343,0.0203341543865416
1.9,1.4552732812143707,-0.029976150658653295,0.02053842220791439,0.17453292519943292,21.21823999999999,2.7163639869859106,-0.004335022148231707,0.02238799660733304
2.0,1.4580020172425472,-0.03184262299753195,0.02135240525748948,0.17453292519943292,21.21823999999999,2.862198430169664,-0.003943192450957893,0.024523237133081986
2.1,1.4607086835857999,-0.03372700113327034,0.022149158945123617,0.1745329251994329,21.218239999999984,3.0083072555284787,-0.003409487146939072,0.02673815302759435
2.2,1.46339278523779,-0.03562810452652841,0.02292963030142456,0.17453292519943284,21.21823999999998,3.1546882884297527,-0.002723000484361883,0.029031116057736808
2.3,1.4660538404492647,-0.03754480674347488,0.023694709819076294,0.17453292519943286,21.218239999999994,3.301339275713013,-0.0018728917035167978,0.03140058703964443
2.4,1.4686913802211226,-0.03947603300371293,0.024445234106979154,0.17453292519943292,21.218239999999998,3.4482578846534255,-0.0008483809961795789,0.033845110450342344
2.5,1.4713049480203628,-0.0414207553699437,0.025181990544084126,0.17453292519943292,21.218239999999994,3.5954417019454534,0.00036125440061130984,0.03636330950475076
2.6,1.4738940995523884,-0.04337799130370921,0.025905718764195704,0.17453292519943286,21.218239999999984,3.7428882327180184,0.0017666836531779221,0.038953881381170334
2.7,1.4764584022490923,-0.04534680212428609,0.0266171123926749,0.17453292519943284,21.218239999999984,3.8905948995502895,0.0033785253479439578,0.041615592620437826
2.8,1.4789974350113384,-0.04732628865380488,0.02731682322751632,0.17453292519943292,21.21824,4.038559041498818,0.005207350411830529,0.04434727494318945
2.9,1.4815107880675036,-0.049315589413358014,0.028005462993587013,0.17453292519943292,21.218240000000005,4.186777913153171,0.007263684700372471,0.047147821242548155
3.0,1.4839980625497478,-0.05131387968479225,0.028683604436639042,0.17453292519943295,21.21824,4.335248683694127,0.009558011174940338,0.05001618168621206
3.1,1.4864588702186086,-0.05332036872485697,0.029351784054110958,0.1745329251994329,21.21823999999999,4.4839684359588565,0.012100771887807903,0.052951360091623156
3.2,1.4888928333447764,-0.055334296724241123,0.03001050499245581,0.17453292519943286,21.218239999999984,4.632934165523477,0.014902369837967562,0.05595241059086874
3.3,1.4912995845346357,-0.05735493411760966,0.03066023778404907,0.17453292519943286,21.218239999999987,4.782142779807304,0.01797317046777814,0.059018434369273634
3.4,1.493678766342296,-0.05938158067080646,0.031301421389288486,0.17453292519943286,21.218239999999987,4.93159109717656,0.02132350283135168,0.062148576508202484
3.5,1.496030031199674,-0.06141356204282796,0.03193446647652079,0.1745329251994329,21.218239999999987,5.081275846062339,0.024963660732066774,0.06534202315585456
