time,u,v,r
0.0,1.3643025764737238,0.0010525310003792066,0.0014627683424133517
0.2,1.3761320351141564,-0.0073718888555219225,-0.0004873972755840814
0.4,1.3639559721511578,-0.014809481124636582,0.002821721939626105
0.6,1.3734071122532463,-0.00018351759505221612,0.0001434969526524495
0.8,1.3967093035065645,-0.0029449645416166894,-0.002242237469734011
1.0,1.4253669698307552,-0.0012639276334254228,-0.0007117511544548256
1.2,1.4235162511008956,0.012561492589505811,-0.000519648919291754
1.4,1.4345214867308442,-0.004973805673737348,0.005533289213761512
1.6,1.4225829603544866,0.0040615717239441615,0.004039236381363463
1.8,1.3886767466234777,0.01032236112500969,-0.0019145224001894975
2.0,1.4093693919465817,0.005743625069296328,0.00315801023809077
2.2,1.3858496595287493,0.010438435354299848,0.0007248955574277406
2.4,1.369186401601657,-0.010682897348288312,-0.0010403125109847463
2.6,1.4106275233796197,0.01923089483082266,0.001451683796573358
2.8,1.4506834286590773,-0.008080099910074856,-0.0021306273829067744
3.0,1.3957109382364754,0.010841573611583494,0.001135807331493651
3.2,1.4128213045722449,0.003397078686052193,0.0025041212497954736
3.4,1.4014952889085166,-0.001259140020583244,0.0036831028131493896
3.6,1.3963182041538378,-0.004383085443537171,-0.0003395998691741323
3.8,1.4127964958545447,0.010820218124795255,0.003200930446445886
4.0,1.415167217821909,0.007725533034505287,0.00245466210708478
4.2,1.3912829402897247,0.015523591592221182,0.0034527283659809547
4.4,1.4015158338916724,-0.010884120755700123,0.0040383617576992235
4.6,1.3693702173484676,0.0021636395865277927,0.005241144189422802
4.8,1.4334261641566834,-0.004482757675746478,0.004221195700552603
5.0,1.3864209466683606,0.0022179502647400066,0.004990728014377043
5.2,1.4115797692109544,-0.008043330247082332,0.001071279101248354
5.4,1.418501067880904,-0.012545247373223281,0.007089507405847038
5.6,1.3973653930071228,-0.02535853582474207,0.004739371206204107
5.8,1.401709026093238,-0.005044779186704661,0.0063919596448467
6.0,1.4100646499497254,-0.023968324253512772,0.0019149705522939426
6.2,1.4193718034436582,-0.0071630092077156135,0.009925892134722832
6.4,1.3972516926370786,-0.009420152931526128,0.007015389748451206
6.6,1.4186473661563375,-0.021045700892276184,0.0031996459631121197
6.8,1.4405534347065723,-0.02870616341437196,0.0079809091259432
7.0,1.4165093924250811,-0.0173396860216675,0.002256119929976227
7.2,1.425554725654342,-0.0060613700319654285,0.009346267132832169
7.4,1.4106937689551367,-0.012072692176626189,0.005961426947913615
7.6,1.3922416488883753,-0.009080072815772422,0.006734382915150564
7.8,1.397947235071574,-0.010305152379193227,0.00966897433872203
8.0,1.37196217558458,-0.02023845899813098,0.00746992736081085
8.2,1.4184782539448602,-0.015539913004217303,0.007437326715547565
8.4,1.430084933488559,-0.025342783024158176,0.00988700046907466
8.6,1.4055493673675945,-0.013622614517392943,0.0071886326265759035
8.8,1.402050293891037,-0.02088477979855026,0.0102518364644644
9.0,1.4706293915217274,-0.008615937752856748,0.011141380452764076
9.2,1.3812429160347346,-0.030633740823254492,0.01429817970525426
9.4,1.4110317508990098,-0.03499729446424772,0.010831736823621735
9.6,1.418132098005025,-0.040094473105188,0.010138320632298449
9.8,1.3975339628052252,-0.03215142561574529,0.013055037443641717
10.0,1.4410509404235192,-0.023094701526141747,0.01493669615331156
10.2,1.3683236999148454,-0.03527699900741375,0.012641510302405888
10.4,1.3891208853533898,-0.02762063447817487,0.015135376414598516
10.6,1.4107822967635406,-0.038727042444523074,0.01509801817287401
10.8,1.370522475721085,-0.03105511189702411,0.018005709691653826
11.0,1.3837071024417882,-0.05106019461207642,0.0115886187592973
11.2,1.4010589444827914,-0.034859153074968896,0.012863914072805085
11.4,1.3776001518319672,-0.03465966370641085,0.01133586637528027
11.6,1.4112766807910821,-0.032547572480404734,0.014007076355812477
11.8,1.4382574640298822,-0.03748799123128709,0.01696868497655938
12.0,1.4154901045226997,-0.041112747314588534,0.017246161902749302
12.2,1.3776374795820048,-0.06593526593182059,0.015661946362335446
12.4,1.4007801213758295,-0.04508649317972953,0.018026360100510473
12.6,1.4397049625811562,-0.04932909159932677,0.015547220460055558
12.8,1.4168283638440744,-0.053845546439509166,0.016557038591522695
13.0,1.4344438277809675,-0.02584924303135563,0.017610990505161298
13.2,1.376637436833432,-0.04252273095815032,0.022141198883987308
13.4,1.4133479577197,-0.060714006241772964,0.016333448953110775
13.6,1.4347355439360663,-0.05282071711815787,0.017706697619387958
13.8,1.4077201684218426,-0.05027265458631239,0.01837007646167223
14.0,1.398396876063486,-0.06686026980369299,0.016428107574957263
14.2,1.3774748941492365,-0.04732481100294529,0.021266492425761303
14.4,1.3846555422765274,-0.06380345845618553,0.021726626167593358
14.6,1.4453761948880917,-0.057068391206682174,0.02370757171810038
14.8,1.4326190953270632,-0.06803906781345428,0.023022511583010562
15.0,1.4049827250503046,-0.06378776506287359,0.023419901512372103
15.2,1.4046069383532562,-0.060952570769943815,0.022568849546248174
