time,u,v,r,δ,n_p,x,y,ψ
0.0,1.17,0.0,0.0,0.0,16.953996003996004,0.0,0.0,0.0
0.1001001001001001,1.1718849711835713,-3.6809471057566195e-195,4.381112267949015e-195,-1.4447855702959144e-206,16.957992007992008,0.11730580292127842,-3.1701874008774746e-196,4.38549776571473e-196
0.2002002002002002,1.1737658331977712,2.683716226914284e-192,-3.3289647187330615e-192,8.276917342777251e-190,16.96198801198801,0.23479988031845273,2.292222548678097e-193,-3.3279115179830956e-193
0.3003003003003003,1.175642591222093,7.67907991181333e-192,-9.494191163194846e-192,2.6456879460184634e-189,16.965984015983995,0.3524818213817253,8.468940881878138e-193,-1.2831606376035992e-192
0.4004004004004004,1.1775152504706914,4.8185678284060145e-192,-5.87565985458684e-192,2.4223141126783302e-189,16.969980019979996,0.47035121582323597,1.1086624705521417e-192,-1.8713147772018817e-192
0.5005005005005005,1.1793838161918457,-5.7184168651726275e-192,7.226789236230245e-192,-4.2314944272200775e-190,16.973976023976018,0.5884076538804778,4.007299147377853e-193,-1.147912451252908e-192
0.6006006006006006,1.1812482936679405,-1.2484873374441995e-191,1.5449623338121843e-191,-3.7501120930332396e-189,16.977972027972044,0.706650726319711,-8.01875897798377e-193,3.985963914019306e-193
0.7007007007007007,1.183108688215281,1.9567893254343199e-187,-2.548736959773097e-187,1.344307911528162e-185,16.981968031968048,0.8250800244393588,1.6565253299530872e-188,-2.551248388381977e-188
0.8008008008008008,1.1849650051833525,1.2751961678586844e-186,-1.6563519913449223e-186,9.539195559027728e-185,16.985964035964052,0.9436951400733281,1.2151984632026374e-187,-1.9131348401844675e-187
0.9009009009009009,1.1868172499556813,2.34959057100282e-186,-3.0396269854473076e-186,1.9878557293084084e-184,16.989960039960064,1.0624956655944173,2.9783887982991156e-187,-4.955804495286876e-187
1.001001001001001,1.1886654279481197,2.6677128561803247e-186,-3.428082959587821e-186,2.7576065688629156e-184,16.993956043956075,1.1814811939175525,4.650802458936246e-187,-8.387318969348762e-187
1.1011011011011012,1.1905095446086087,1.885370780650785e-186,-2.38458406057546e-186,2.950184404309744e-184,16.997952047952083,1.3006513185029986,5.254087015892086e-187,-1.0774290000955826e-186
1.2012012012012012,1.1923496054171763,6.532914472890037e-188,-1.1474300724877072e-188,2.418246637642526e-184,17.00194805194809,1.4200056333595727,4.0321526758504787e-187,-1.0785775787467214e-186
1.3013013013013013,1.1941856158859387,-2.3226902082155293e-186,3.0494224421436307e-186,1.1800957431051284e-184,17.00594405594409,1.539543733047855,7.827133620453774e-188,-7.733300870406524e-187
1.4014014014014013,1.1960175815591003,-4.40200839175761e-186,5.616802424704136e-186,-5.803207328083001e-185,17.009940059940096,1.6592652126834004,-3.8764186450624894e-187,-2.1108760208528363e-187
1.5015015015015014,1.197845508012953,-4.888989476417315e-186,5.96988203812503e-186,-2.5134101713535725e-184,17.0139360639361,1.7791696679399522,-8.306873458521089e-187,3.864981875168212e-187
1.6016016016016017,1.1996694008540043,-9.936303392959354e-181,1.1870160183780014e-180,-2.1595830343831402e-178,17.01793206793211,1.8992566950524654,-8.519448943048314e-182,1.1882080875824794e-181
1.7017017017017018,1.201489265719564,-2.9617020596004092e-180,3.5365036368969628e-180,-6.830836568094244e-178,17.021928071928134,2.0195258908201894,-3.247948583087642e-181,4.7282517681600185e-181
1.8018018018018018,1.2033051082786723,-4.465624593511497e-180,5.328512351407256e-180,-1.1214417387903507e-177,17.025924075924152,2.139976852609846,-6.506053893689208e-181,1.0062097965764876e-180
1.901901901901902,1.2051169342297077,-4.626502639557049e-180,5.5133067911588754e-180,-1.3332882720649222e-177,17.029920079920167,2.260609178358566,-9.257624617944653e-181,1.5580923582540525e-180
2.002002002002002,1.2069247493003843,-3.1275422664079746e-180,3.7142421707195634e-180,-1.2035684969442022e-177,17.033916083916175,2.3814224665768227,-1.0056735956935457e-180,1.9298883713390944e-180
2.1021021021021022,1.2087285592477504,-2.140509128782482e-181,2.2776428997482086e-181,-6.999171713664882e-178,17.037912087912172,2.5024163163513724,-7.908369234208067e-181,1.9526875995648024e-180
2.2022022022022023,1.2105283698581903,3.3065626120750976e-180,-3.9765904658721005e-180,1.273414291026871e-178,17.041908091908162,2.623590327348188,-2.7146886216183176e-181,1.5546304958739015e-180
2.3023023023023024,1.2123241869474233,6.0647881293519724e-180,-7.256195126300196e-180,1.1451935112705571e-177,17.045904095904145,2.7449440998153976,4.361325020955514e-181,8.282846373853936e-181
2.4024024024024024,1.2141160163605031,6.1290140897092465e-180,-7.295332135470736e-180,2.137935764317122e-177,17.04990009990013,2.8664772345862186,1.0615602448829522e-180,9.802116036129619e-182
2.5025025025025025,1.2159038639718198,1.0055275737607054e-180,-1.105193352227209e-180,2.8071753597951464e-177,17.053896103896122,2.988189333081896,1.1606790115748402e-180,-1.2608804826612584e-182
2.6026026026026026,1.2176877356842688,1.8993923322600915e-173,-2.3548257955485993e-173,2.29345594827678e-171,17.057892107892123,3.1100799973145556,1.6139761860575027e-174,-2.3571829911359305e-174
2.7027027027027026,1.21946763742502,1.4949809760278836e-172,-1.853469086229728e-172,1.8634005983174803e-170,17.061888111888106,3.2321488298896326,1.402623929642823e-173,-2.0910427097539608e-173
2.8028028028028027,1.2212435751530797,3.2834015336192065e-172,-4.070810688447961e-172,4.258435987414191e-170,17.065884115884078,3.35439543400906,3.935548357548332e-173,-6.165928283775942e-173
