time,x_F_body_mean,x_F_body_median,y_F_body_mean,y_F_body_median,n_F_body_mean,n_F_body_median,x_F_earth_mean,x_F_earth_median,y_F_earth_mean,y_F_earth_median,n_F_earth_mean,n_F_earth_median
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,29.759466702020173,29.73613580014606,-4.145695832084023,-4.497243288964464,4.10731234981429,3.9571530915323634,29.759466702020173,29.73613580014606,-4.145695832084023,-4.497243288964464,4.107312349814289,3.9571530915323634
0.75,29.800212626607905,29.16059656253695,-4.891224880264361,-4.3216076486713195,3.422189678379118,4.0138196075338275,29.812402376413278,29.17300802685008,-4.816451073703115,-4.256740265218561,3.4221896783791164,4.0138196075338275
1.0,30.250930305652478,30.264141328545563,-4.1898068799933315,-4.105982926106206,6.257538564547275,5.609058562696109,30.28067339898137,30.310004590177602,-3.96934434652758,-3.8801478441676256,6.257538564547278,5.609058562696109
1.25,29.959735296660853,29.552283969448474,-7.954308117782872,-7.87818847026122,3.93170487386225,3.095172719145741,30.06960963495075,29.518413180369535,-7.528313257157361,-7.438116855765488,3.931704873862249,3.095172719145741
1.5,30.336840997131553,30.176919902875312,-7.261244548729503,-6.329586160849724,7.752187973268857,7.683095326974081,30.496356209411477,30.340991212124955,-6.559081694577087,-5.350082537724683,7.752187973268855,7.683095326974081
1.75,29.6829485337353,29.917158971790556,-9.621653655370688,-9.341941187372456,5.921380537261381,4.311567788801797,29.99162557876921,30.117827110401265,-8.611413571421275,-8.184946180160182,5.921380537261382,4.311567788801797
2.0,29.40585503499481,29.85853516404875,-12.173754259521754,-12.961254897129958,5.087158140012969,3.4688996875355316,29.93894335885716,30.42518604740171,-10.796513007027286,-11.555224154458678,5.087158140012971,3.4688996875355316
2.25,29.120550468343218,29.26778798495628,-12.858937420991586,-13.816691233461178,5.774657863105149,6.141497678915323,29.84650503049834,29.994914752697955,-11.070044431147545,-11.919857416289418,5.77465786310515,6.141497678915323
2.5,29.217123057617517,29.486342703039696,-16.54430481755571,-17.25913854430727,3.105262137377496,2.272713263406953,30.39655776440662,30.544678791894686,-14.261962123551735,-15.515711820206988,3.105262137377496,2.272713263406953
