time,x_F_body_mean,x_F_body_median,y_F_body_mean,y_F_body_median,n_F_body_mean,n_F_body_median,x_F_earth_mean,x_F_earth_median,y_F_earth_mean,y_F_earth_median,n_F_earth_mean,n_F_earth_median
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,-11.608382869947002,-11.353818161947991,7.089678028653533,7.246856299866978,-2.2245134675296403,-2.0118475315000452,-11.608382869947002,-11.353818161947991,7.089678028653533,7.246856299866978,-2.224513467529639,-2.0118475315000452
0.5,-10.591080865517785,-11.062778033442822,10.624906987375013,11.071185293801811,-3.079717350552167,-3.3448783089674423,-10.609147526992208,-11.083048762811174,10.606862758442455,11.046484054435332,-3.079717350552166,-3.3448783089674423
0.75,-11.227785001819116,-11.51082375652705,13.187420260864588,13.75194507826669,-2.469396365391453,-2.519641491005423,-11.293053570024995,-11.575823641060257,13.131571281166952,13.678441059780706,-2.469396365391453,-2.519641491005423
1.0,-10.833191622244279,-10.948346571896781,15.144478777292495,15.457969400447592,-4.833199244893709,-4.250194986819929,-10.97867570248663,-11.134487235689301,15.039348794430664,15.349048581592992,-4.8331992448937084,-4.250194986819929
1.25,-10.081200987936619,-9.602761861020724,16.580588511725878,16.715039455562973,-4.249435338557255,-4.565710461539649,-10.339165779861027,-9.868244190562411,16.42096716861205,16.623461673075127,-4.249435338557255,-4.565710461539649
1.5,-9.585150406195005,-9.621084385630077,17.724919802377457,17.552611740880682,-4.711808449845606,-4.53220686718287,-9.98755572473311,-9.98387557686224,17.501332668786084,17.373103070250757,-4.7118084498456065,-4.53220686718287
1.75,-9.75468045225305,-9.545232521940974,18.99838547992116,19.724879976879862,-4.763801739931423,-6.132547350991506,-10.342623972609875,-10.146526526717206,18.684821618209824,19.306499664487845,-4.7638017399314245,-6.132547350991506
2.0,-8.629916527510993,-8.8102771204756,19.029103214960756,19.720228233707914,-3.680547693170403,-3.625484191692541,-9.395791413264156,-9.522373866514563,18.662832658092317,19.256221142068874,-3.680547693170406,-3.625484191692541
2.25,-7.753994632416687,-8.122154445830624,19.749202095283103,19.9901537330472,-2.3548500028863253,-2.855912471162239,-8.752273955537895,-9.135370665886754,19.327522387053325,19.466188680925512,-2.3548500028863253,-2.855912471162239
2.5,-7.692389082956776,-7.821667179285152,18.146708194304853,18.126606569682252,-3.793085585142232,-4.288255867330205,-8.81080211176387,-8.905052803911767,17.630815069647685,17.529711191022045,-3.793085585142233,-4.288255867330205
2.75,-6.6804152197597055,-6.723917717077014,17.66388014879795,17.559579242086407,-2.7461718365001433,-2.903338134087833,-7.982497452986603,-8.000261451582489,17.114915779651394,17.006245143120573,-2.7461718365001424,-2.903338134087833
3.0,-5.776097218041563,-5.74894854941784,16.697138580914256,16.18742776283266,-2.328235492676991,-2.4632512879521147,-7.222373382286703,-7.241632372650981,16.12436267478262,15.56243424549934,-2.3282354926769906,-2.4632512879521147
3.25,-5.377440555169199,-5.363381536048151,14.835764475380644,15.482604985714058,-2.4550839532741313,-2.7470103801545003,-6.862333335889666,-6.74316122915009,14.210037937714974,14.901016689854789,-2.4550839532741304,-2.7470103801545003
3.5,-5.1278032097218045,-5.058578784092087,13.611576670498788,13.941683457072955,-1.0599456790669974,-1.3560858657656956,-6.682458347207996,-6.708296064430225,12.919526014970105,13.48848918969217,-1.0599456790669972,-1.3560858657656956
3.75,-4.006670174164016,-4.171094788865528,12.558646957583896,12.656734304953861,0.37803481238445613,0.531636583183016,-5.633789365932476,-5.857172759745001,11.917777590633504,12.030498067025334,0.37803481238445613,0.531636583183016
4.0,-3.3676445719223618,-3.353666309905443,10.592236758481038,10.126406321330883,0.4433769259059519,0.34245444241921585,-4.904962588406037,-4.53719619142659,9.973858900806489,9.767728216920176,0.44337692590595185,0.34245444241921585
4.25,-1.996331950516417,-2.032322906421703,9.01522883184276,8.86328017803775,2.647245911832974,2.8749764965009295,-3.462190948919451,-3.595836406348379,8.559960774869875,8.057295582864487,2.6472459118329748,2.8749764965009295
4.5,-1.883740145227024,-1.702732578960067,7.426484889492742,7.770693709686128,4.4052262254079935,3.4891208748967215,-3.213099127718605,-2.838647802608812,6.955368586057117,7.075891511375515,4.4052262254079935,3.4891208748967215
