time,x_F_body_mean,x_F_body_median,y_F_body_mean,y_F_body_median,n_F_body_mean,n_F_body_median,x_F_earth_mean,x_F_earth_median,y_F_earth_mean,y_F_earth_median,n_F_earth_mean,n_F_earth_median
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,-54.798154833931655,-56.5672838964247,75.16726007985925,76.14805286479786,-5.079841765695863,-4.304997600698687,-54.798154833931655,-56.5672838964247,75.16726007985925,76.14805286479786,-5.079841765695864,-4.304997600698687
0.75,-53.34647934069527,-54.88611379755974,91.30202233126798,91.93873688429039,-14.142588582505896,-12.75556982605528,-53.572214095551,-55.12129852308564,91.16983089792294,91.80486884402359,-14.142588582505903,-12.75556982605528
1.0,-52.23602566057382,-54.2324164725605,99.23846305200448,101.6490667117373,-17.46294568403277,-16.856126690250512,-52.954578092390996,-55.049309489021894,98.85690755768323,101.26122790190985,-17.462945684032768,-16.856126690250512
1.25,-52.67481802304819,-53.47945171244878,115.14589708850878,112.5671983858657,-21.276767163375226,-21.416525697315677,-54.30126801911466,-55.04925933346889,114.38784902853541,111.78083296593327,-21.276767163375226,-21.416525697315677
1.5,-51.589722938346476,-53.225666400539964,126.14916052856874,130.48595341290547,-20.70236014263915,-19.80737540235957,-54.487056758466615,-56.177086354947534,124.9251256932457,129.47509098946324,-20.70236014263914,-19.80737540235957
1.75,-50.760698163729295,-51.90728078461662,136.74504099307424,140.3415438016969,-19.61835373928634,-18.06101126836778,-55.360801085666864,-56.8156112951863,134.94822949809387,138.54406877026713,-19.61835373928635,-18.06101126836778
2.0,-48.77415120673832,-49.90043428467753,138.02257701232102,141.39161734898704,-22.76120455271051,-19.302667852018054,-55.12635597992575,-56.81067873070752,135.6106097717891,139.34148267247127,-22.761204552710502,-19.302667852018054
2.25,-47.424470051044246,-49.23102591727204,136.98443849761804,145.43356916120717,-22.717959957154697,-22.14725083978809,-55.64369445546354,-57.619839147603926,133.85661417184056,141.7681286938997,-22.717959957154708,-22.14725083978809
2.5,-46.875972497440024,-47.1880453576613,149.80908979016235,154.8714261045584,-23.386448505446648,-24.62199390363581,-58.196617286522994,-59.71089625742876,145.7850500971849,151.25077972531545,-23.386448505446655,-24.62199390363581
