time,x_F_body_mean,x_F_body_median,y_F_body_mean,y_F_body_median,n_F_body_mean,n_F_body_median,x_F_earth_mean,x_F_earth_median,y_F_earth_mean,y_F_earth_median,n_F_earth_mean,n_F_earth_median
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,-16.595526215158074,-16.08499920988855,1.8745283120535476,1.0619580327124096,7.185282200907468,8.060114220911196,-16.595526215158074,-16.08499920988855,1.8745283120535476,1.0619580327124096,7.185282200907468,8.060114220911196
0.75,-14.899234374446575,-14.794481914805841,2.6159380097098914,3.420915642748736,5.996597583568902,5.707091150979393,-14.901623860133938,-14.792858684055819,2.6023411664878258,3.4100427858726503,5.996597583568904,5.707091150979393
1.0,-15.853494920122515,-15.393816094874452,3.7488182305888156,4.483071220769847,12.629049163530022,12.673933159861928,-15.863347585841588,-15.398149483017363,3.7069090641676836,4.427356187160014,12.629049163530023,12.673933159861928
1.25,-16.573400472599786,-16.150303795485684,3.2241558088393294,3.1496925862055454,11.482210635324417,13.21500462789455,-16.589705896818707,-16.155431315858486,3.139228134572707,3.0325701927138162,11.482210635324414,13.21500462789455
1.5,-16.633230812894066,-16.7372407890043,2.2411316368939564,4.544182683398114,11.913245097297363,14.048495877450259,-16.651214764374867,-16.7793182061642,2.1032334105770287,4.371451744543684,11.913245097297368,14.048495877450259
1.75,-18.06434824797846,-17.897817422557836,2.560982191201477,4.102632193674124,9.069014832171245,9.934443960715196,-18.093979613328308,-17.991603564924425,2.342444967589972,3.9059266114197473,9.069014832171245,9.934443960715196
2.0,-16.545807315387254,-16.11575589077892,3.626269075250267,4.457443539466025,21.238009900549272,22.074477892695192,-16.603309227518384,-16.142919613469743,3.3531748850176637,4.17697272148785,21.238009900549283,22.074477892695192
2.25,-15.71209866622569,-14.89204062362682,2.9489838334940366,2.741611807139257,15.731646808039695,14.469202374498474,-15.77165025425864,-15.016497755449798,2.6118229471770444,2.522821257181911,15.7316468080397,14.469202374498474
2.5,-15.546656348754484,-15.564297954177178,0.3755411040841603,0.8165105555367361,20.569010422819144,19.06643181096336,-15.551125173523618,-15.553896093442713,-0.042379592277049946,0.34911114937708143,20.569010422819147,19.06643181096336
