u,v,r,R_0,X_vv,X_vr,X_rr,X_vvvv,Y_v,Y_r,Y_vvv,Y_vvr,Y_vrr,Y_rrr,N_v,N_r,N_vvv,N_vvr,N_vrr,N_rrr
0.0,0.0,0.0,0.022287259724100346,-0.037465897272148906,0.003165729904874132,0.009524806095132385,0.8149361262407164,-0.31381725558420204,0.08100649180076731,-1.6043447607298842,0.3869633223348222,-0.40679409301648145,0.00899440257325084,-0.13870133646414232,-0.04814265071173492,-0.03436111568318033,-0.28814611477115737,0.060312219781741165,-0.014136939867667508
0.0,0.0,0.0,0.022765967950913128,-0.04688819203699721,-0.004408253412250013,0.010728475553672498,0.7787235746613714,-0.31479100091485623,0.07792032783011649,-1.6636062763258266,0.4200981494102626,-0.3819408694221929,0.005761376582188014,-0.13891180658808824,-0.04750801025665369,-0.02172567622761312,-0.30567837886787685,0.0530322290919241,-0.012678808549640328
0.0,0.0,0.0,0.021625216653055373,-0.03645661841982024,0.012002427571287758,0.013436035623954347,0.7868913946504046,-0.31804248044786737,0.08579630127299367,-1.6257204019286762,0.30721178486449896,-0.3946347771190139,0.008259801149312055,-0.13818251376989765,-0.05055426861724792,-0.02247146972292689,-0.3177207211966483,0.06928017262515947,-0.01257197041342242
0.0,0.0,0.0,0.02353222326861898,-0.04483456973421949,0.006810732977662452,0.007931416512328177,0.7352317419314873,-0.31455473707835613,0.08746756245469968,-1.7048306336735548,0.3432397039394222,-0.38593870700787125,0.007232196355348386,-0.13706494289388638,-0.048318240121804475,-0.03286934259099583,-0.29423518817299954,0.06313263127934371,-0.013921626589955903
0.0,0.0,0.0,0.020336757234450963,-0.038384940240884305,0.003571210587768853,0.011672302446570922,0.7982006768202321,-0.30989504450943234,0.08520641205060829,-1.6541052687253561,0.40591493981454646,-0.4042462822445876,0.0072915541985857,-0.1378604760431893,-0.04843608056350954,-0.02127336153559657,-0.30180930196623873,0.0679776598734668,-0.012544437612373708
0.0,0.0,0.0,0.02144857814570122,-0.037971163177962786,-0.0011261043627120858,0.010995714250512932,0.7119667013148637,-0.31730456253830785,0.08340413996993955,-1.6001491797367304,0.36082359087662963,-0.4185906334023176,0.00839537543170229,-0.13724835443710487,-0.050270546246252996,-0.022001035171669105,-0.2728193204145206,0.06219479553465944,-0.012508134068106993
0.0,0.0,0.0,0.02409189660777083,-0.0385031083841089,0.003976499985118747,0.009841071094747498,0.8089860890664349,-0.3085586953044205,0.08460802872367508,-1.6471796282718782,0.3420466056445306,-0.40157430171000985,0.010204429964857736,-0.13622362922069675,-0.04723725673719841,-0.020020626876593818,-0.2927582621950242,0.05059680969455692,-0.011945128481549421
0.0,0.0,0.0,0.021446266557869756,-0.03718156102990038,-0.002456498533813944,0.01000369279048638,0.738657497926648,-0.32132136823093405,0.0856710602221409,-1.733959689824573,0.44011474281127033,-0.3935706498487486,0.008030174951451252,-0.13554891420110676,-0.048390039262170656,-0.019134966764108495,-0.27998668512505737,0.05265570042722528,-0.01260117672616043
0.0,0.0,0.0,0.02117637194367753,-0.03101050384704684,0.006673704870087068,0.011059820223860936,0.8136984261675365,-0.3098072012470185,0.08431580100095176,-1.6871008971868087,0.41652812821920904,-0.3775330683559349,0.007810707988189685,-0.13515865280229286,-0.047981218565965315,-0.036675295062286756,-0.28846993557459755,0.06207314203483217,-0.013460259920745218
0.0,0.0,0.0,0.022010920896213957,-0.038902666123863144,0.004332818900812,0.011143996652267932,0.7855375558714572,-0.31404144631420244,0.08208348967818065,-1.62368431946869,0.38599198906257837,-0.38437505249642484,0.009056909794795488,-0.13680596750718316,-0.050090111572647276,-0.03217965192337681,-0.2941461597289753,0.06080814270811965,-0.012855284712291675
0.0,0.0,0.0,0.022572489994946654,-0.04001448975594505,-0.002616348193776926,0.009013660381326467,0.7748230971052562,-0.31262810575908306,0.08762763782292711,-1.6550247113910574,0.3363906137844076,-0.3862830082280217,0.008987518616686618,-0.13799849328558791,-0.05089955627622117,-0.03918744054872986,-0.30907253876682617,0.0478946674399225,-0.01310699350368921
0.0,0.0,0.0,0.020852827318728725,-0.037866752328283966,0.009289930004863164,0.013241730358497458,0.7036612033475566,-0.30866531579126144,0.08189877648138072,-1.6976237246748545,0.38725262434440366,-0.42419130761946067,0.007205426847385717,-0.14233489798386703,-0.04965428591659019,-0.027702419885792893,-0.2856719330542207,0.0639647727302361,-0.012221158403769593
0.0,0.0,0.0,0.024132016368602367,-0.03655873517677004,0.008007644037656865,0.010256160965232379,0.745217920792287,-0.31086365089176476,0.08112980774675492,-1.5564965482958963,0.390302625912921,-0.3939457719309492,0.007815981804152744,-0.13806429607863102,-0.04973345476471233,-0.03389479267560852,-0.2961281624463067,0.05761326629771086,-0.013278058696842687
