u,v,r,R_0,X_vv,X_vr,X_rr,X_vvvv,Y_v,Y_r,Y_vvv,Y_vvr,Y_vrr,Y_rrr,N_v,N_r,N_vvv,N_vvr,N_vrr,N_rrr
0.0,0.0,0.0,0.0210178372138698,-0.03598012331524083,-0.0010329081257131087,0.00927205003009011,0.7812977175164244,-0.3155879530181449,0.08159454702979568,-1.7175777653442594,0.4020645499001879,-0.3630400328943772,0.006885910177372705,-0.13809946803155837,-0.04917336031279205,-0.049042001855394826,-0.2899400020378104,0.05942515931184182,-0.012440285612146718
0.0,0.0,0.0,0.02211614748432322,-0.033844527711941415,0.00601676278451771,0.01020337334875824,0.7718278180942222,-0.31337972201917585,0.0769256425098798,-1.5202403221253182,0.3621233801927346,-0.39954437139558036,0.010041218870910603,-0.1346792672341009,-0.05080826829792066,-0.035387496434205405,-0.2926903497354622,0.057301914567953194,-0.012636037209766374
0.0,0.0,0.0,0.02406423661679276,-0.03939484263208637,0.004990115945239756,0.011196484360583963,0.8428156001114189,-0.3132878567558469,0.08969134625900387,-1.4930554900613444,0.48335186075136205,-0.3624818187216116,0.012027358012153117,-0.13746212203871677,-0.049204764926978034,-0.04475858927995924,-0.27666511739558053,0.06664798510304153,-0.012398488895228457
0.0,0.0,0.0,0.02241616883367048,-0.03272988065468719,0.00330785934071323,0.012584966166099507,0.7409929789647671,-0.3082540984877583,0.08246126083497178,-1.6092482189511612,0.3084696478753171,-0.37089167732583,0.007072605817812647,-0.13785207831838053,-0.046632852697221214,-0.033486875813717815,-0.30251340527380227,0.05416730110181135,-0.01224343497313803
0.0,0.0,0.0,0.021918383994213947,-0.03837958311345335,0.002069300768596615,0.008650317411666907,0.8116634719356584,-0.3251519052215609,0.07868313151591366,-1.8093835875241104,0.40866786447364956,-0.3855681193191747,0.009322675639690496,-0.13757840893577594,-0.04999301209931569,-0.021962797918970687,-0.2951797707234615,0.04913154435237332,-0.012706265527585641
0.0,0.0,0.0,0.020610555472063946,-0.03650890540339182,-0.0025350531940078096,0.011063691248322077,0.7830431322672872,-0.3103690702895382,0.08832255846042188,-1.682215124676122,0.3593597614357362,-0.38253555547004975,0.005532566477688515,-0.13946198430340914,-0.04809455235037764,-0.024679151359892227,-0.28394103184927044,0.07153378851427931,-0.012849714035966247
0.0,0.0,0.0,0.019186875452550593,-0.042111745445763085,0.003108182378495549,0.011083708403399258,0.7392541862055421,-0.31597517818225157,0.08408429268949055,-1.6250396969095615,0.37159716232705625,-0.3834270658522307,0.009725138092813735,-0.13471332779401976,-0.04873791365507822,-0.04200633329743061,-0.2780805295710691,0.05454312861325823,-0.011575799902926592
0.0,0.0,0.0,0.020527446580646508,-0.029139552477224002,-0.0014208506464309673,0.012155720559924187,0.7552894440313909,-0.31858551295193704,0.08695103758318101,-1.599680263253915,0.4100925391766337,-0.40573680696145553,0.00654612616498752,-0.1364723902625184,-0.049266261263026245,-0.028537329464548525,-0.30658625720353805,0.057418824185495314,-0.012378830847708607
0.0,0.0,0.0,0.019320481871410743,-0.03662364880385783,-0.000361160791627518,0.01316777138984565,0.745274564081278,-0.3226467041161806,0.08069031691751026,-1.634135786810814,0.42776704494365986,-0.38210008614445495,0.00597945885471491,-0.13752482372690691,-0.04737554050345979,-0.036415171521925804,-0.3032170066272989,0.05186341998543674,-0.01325175412701686
0.0,0.0,0.0,0.01918850830194975,-0.03548040235848922,0.006283523013592991,0.010879845199849286,0.7765850079381645,-0.3045538004888147,0.08130355230588462,-1.6497899070939916,0.3747561920816948,-0.418663672865215,0.0041334254106892105,-0.13725094759984405,-0.05130709651699142,-0.024439003176845518,-0.2764558223679529,0.05933009466009357,-0.014137642799311458
0.0,0.0,0.0,0.022318883992998816,-0.03790875202006425,-0.0032466831863667053,0.00948120988835983,0.8027049333247223,-0.3046644092345337,0.08144606627719654,-1.7248093189277103,0.3901487947860984,-0.4123982138622263,0.007328091173094733,-0.13808095236133205,-0.05049793041889103,-0.03901207838737263,-0.28818889857311714,0.05790598701890796,-0.012789063566860787
0.0,0.0,0.0,0.022681551446813164,-0.03665504936685412,-0.00045057468374594357,0.011801838328494695,0.8118974731109045,-0.32695675565382737,0.08738501601331114,-1.5143581252517502,0.3670057001143706,-0.38310439589244694,0.010052501638162379,-0.13242302805819564,-0.0497737756719558,-0.03376231082838196,-0.29309117122377365,0.050010099655033904,-0.013283913378245108
0.0,0.0,0.0,0.02443565332513123,-0.03718152970893612,-0.003726701030382906,0.007146738866710281,0.7323100405591941,-0.3214603302108953,0.08208432832967234,-1.6155192637741587,0.42287779245310453,-0.3941850879291678,0.009397904133815848,-0.1390063205601072,-0.04957177072383266,-0.02725955543846879,-0.2821414309508008,0.0599487075487399,-0.012816243690555713
0.0,0.0,0.0,0.022218753051790618,-0.0348130582351267,0.003548814623381128,0.013435068306071513,0.7404719154909358,-0.32197975615744523,0.08068069134019985,-1.4175848033524958,0.30663607946319393,-0.39115386741056835,0.010127973996568687,-0.1369619067979579,-0.04696697549169281,-0.02502639977234178,-0.2904425146682577,0.0562550657203241,-0.012111539779847604
0.0,0.0,0.0,0.02258140424777461,-0.04130947639831305,0.0028266228656579837,0.012786013850888227,0.751499044520905,-0.30923277507075997,0.08022839377860094,-1.6641285216953574,0.4309918182339418,-0.3738142195203956,0.004490902733754477,-0.1392853945417233,-0.04963511422460755,-0.015460761127336011,-0.2970343415318381,0.05916192966800295,-0.013228872565118215
0.0,0.0,0.0,0.02064696151207511,-0.03416776414033213,0.008216269859354454,0.012592661830231595,0.7352086051352005,-0.3156019221590108,0.09255434909098573,-1.5406936742217676,0.3639956635462782,-0.4415914367732609,0.009422134317179788,-0.1402760570344418,-0.0493818073656552,-0.025415542356383502,-0.3011775422012558,0.05654708318604254,-0.012147373449017208
0.0,0.0,0.0,0.021617588994322496,-0.035216654722171004,-0.0101244866291649,0.01232748598684831,0.7793432014541087,-0.30891351900323283,0.08188635421225376,-1.7208852642295849,0.4351375643703924,-0.3254251601806324,0.007368606724966285,-0.13761891851182714,-0.05064184200458317,-0.01923511335043404,-0.2961106392179878,0.0653633024049157,-0.012174004547257264
0.0,0.0,0.0,0.022661967107777077,-0.03553823154270852,-0.000514026343405216,0.00801392105054234,0.7778618739985711,-0.3117505674323686,0.08270027664806479,-1.5940237827593982,0.3697325407087535,-0.4033628147143792,0.006053726996724792,-0.13318608712809413,-0.0495907147967532,-0.031317924838080415,-0.2826698832338399,0.0688173576118186,-0.012979709875348846
0.0,0.0,0.0,0.02353312714821927,-0.04121908747183345,0.012270808430530107,0.012913601566155505,0.7804442584705026,-0.3112759117929391,0.08630338703667727,-1.6204067864718323,0.41182676633484705,-0.37416638612899306,0.008730777677303084,-0.1379138179788644,-0.04685800833389886,-0.029033458703873683,-0.2923889122591947,0.05599930129715025,-0.01321626741096095
0.0,0.0,0.0,0.020178533939784596,-0.046285042937804985,0.0024918269327231964,0.009028142336929303,0.7770693116021815,-0.31668907897948534,0.08627659479293441,-1.4843015378778839,0.37852047644357134,-0.3797526045737626,0.005338712762181067,-0.13375594256957837,-0.0473301526057465,-0.060903901057595404,-0.2867066496774415,0.05384102858748458,-0.012067895057750307
0.0,0.0,0.0,0.022052855337550175,-0.030341096724373105,0.008809283172173124,0.011424081608510174,0.8045396051358737,-0.3132698639573233,0.08818898589840816,-1.7271948771952685,0.31857190694006526,-0.3922168192952787,0.010025596254183521,-0.13596581373505026,-0.04926506396374906,-0.03376246756697679,-0.27819835372735596,0.05551210877249675,-0.011607377807123231
0.0,0.0,0.0,0.022661845517911998,-0.03985884246573371,0.0007575862153860618,0.011264868009341802,0.7671594825101686,-0.3200188288917325,0.08149695585825745,-1.5982823533378767,0.36922990805098505,-0.3537656261376909,0.010418431580311683,-0.13396650381699143,-0.04730953659635507,-0.03187029637868652,-0.2880073584343478,0.045218893362519615,-0.013772217361955387
0.0,0.0,0.0,0.022414063743492398,-0.039036520150526416,0.008441503941783963,0.009943219899713666,0.73866665439986,-0.3155893086176472,0.07907531654764156,-1.7008827659413015,0.3860066216204545,-0.41267440437515224,0.007238608089281896,-0.13714298740998193,-0.05115807383337887,-0.012200658258209134,-0.2784209623403127,0.06063939272033198,-0.011704902781802314
0.0,0.0,0.0,0.02379509627474679,-0.047954726054049795,0.0013614203134708906,0.011596936074128116,0.7766891763299684,-0.308020740888009,0.08296845185236196,-1.5456086412253438,0.36846884143878755,-0.37206852002121876,0.007897338336731913,-0.13579669100118358,-0.050170296824528234,-0.05266055515329511,-0.2878126411262947,0.038834904089682466,-0.012302071147023209
0.0,0.0,0.0,0.021395303086926724,-0.028805289949920185,0.0028615475551487237,0.012808544680693212,0.7062552684920258,-0.32325600173302427,0.08475969312561914,-1.6585939891360837,0.3520304139963766,-0.36665554995741334,0.010614363637116642,-0.13294423442841016,-0.04837367730839391,-0.03521761047554575,-0.28455341302575915,0.05722940749510016,-0.012098899845515827
0.0,0.0,0.0,0.022982211961890903,-0.042614309197893385,-0.00030045156152069385,0.011333473853010236,0.7935279636610268,-0.309358387945658,0.08742769568736632,-1.7276061638071318,0.4197241224166682,-0.4006248511181408,0.009850787328485749,-0.13828543804238716,-0.047882688741903705,-0.0316177731203365,-0.3027334714682349,0.04825840621119974,-0.012785828417138875
