u,v,r,R_0,X_vv,X_vr,X_rr,X_vvvv,Y_v,Y_r,Y_vvv,Y_vvr,Y_vrr,Y_rrr,N_v,N_r,N_vvv,N_vvr,N_vrr,N_rrr
0.0,0.0,0.0,0.02097805936681576,-0.02387872843915328,0.009170181988482427,0.012544456830610739,0.936523547429704,-0.25165820736410227,0.0401606407161688,-0.31472110875205317,0.45686952514284973,-0.563250292625445,0.0045890092439615105,-0.15093227289646016,-0.06163289048776133,-0.03142008128787337,-0.29203736172431927,0.054557048611822444,-0.00769023658006799
0.0,0.0,0.0,0.033224254605143735,-0.010659593522390171,-0.014132172895376922,0.0011183016159793634,0.4776027911226174,-0.33749300247554054,0.10362811639814765,-1.6336171502336592,0.8739723512850659,-0.31717239986327184,-0.007350959481829695,-0.12645832732393764,-0.04810209893198891,-0.021109127935969484,-0.1936473975176084,0.03646607194484376,-0.02881636746761357
0.0,0.0,0.0,0.011176823456456871,-0.008350221599773229,-0.0034287975878435854,0.011941872443487222,0.9439566303638901,-0.2767377188605749,0.07653859633807787,-2.055549215157706,0.12391068134867633,-0.43006168205233225,0.020012470464016968,-0.1275280967096358,-0.047838909270983165,-0.1464977887154833,-0.26627896642610616,0.01369344754703511,-0.01969712333840753
0.0,0.0,0.0,0.031271418968590564,0.022303517663844155,-0.06371667125317658,0.006673199783258416,0.7606869706595291,-0.36554711806720586,0.07546923216636996,-2.166402305647269,0.13304677565523015,-0.4582645265671845,0.014317063698475215,-0.15418144924155072,-0.05231098529702971,-0.02370600321471447,-0.2772533818208442,0.20701605194807907,-0.016036658150576633
0.0,0.0,0.0,0.01503166757414292,0.03130321242553597,-0.02368211952129006,0.0017860810599477795,0.5125968956534737,-0.23252653890540387,0.07986061432134585,-1.254507642057468,0.02028721714633036,-0.14567104334913517,0.011847180804378948,-0.11330557179022455,-0.0509602694582031,-0.00484825313579855,-0.3674782123497274,0.08619326476905356,-0.014207160369516688
0.0,0.0,0.0,0.02315217531378941,-0.033888424850855504,0.029851890565244128,0.012501512594262354,0.7287023750810229,-0.26642993357149175,0.02870668929856974,-1.9294427512013943,0.6328973583557411,-0.6907627822666589,-0.010097749961489128,-0.15622818286375084,-0.06788661852577244,-0.03716904529788487,-0.43876617006560337,0.026129700392832328,-0.01547689691894388
0.0,0.0,0.0,0.011346495784066778,-0.05142613969960174,0.01390269676269647,0.009964991479262532,1.0364460931561255,-0.30694996806534447,0.06574299195694983,-2.0229653320318506,-0.3153514338492456,-0.3627201283590972,0.03822247177448872,-0.13380607459868776,-0.03615133532983139,0.028341180233102968,-0.2954954964093016,-0.046323323670916274,-0.004576955639846114
0.0,0.0,0.0,0.02505259441202514,-0.03368199058886978,-0.05264529114126263,0.023354931884046016,0.5618748143917389,-0.3670163736114621,0.039013329933619736,-1.2125206825986155,0.17333044127340608,-0.3347084384504374,0.024613259599438934,-0.15075853030459435,-0.04121007488101008,0.15461053541926553,-0.17241159334215983,0.08814689564494388,-0.01357135838890641
0.0,0.0,0.0,0.014934589944315277,-0.028329995583315407,0.01039850440363761,0.0045946113166262185,0.9602943054153031,-0.391182026435269,0.12896668716718565,-0.5641255307600168,0.48889197726759515,-0.5262757493297312,0.002393454098004179,-0.13990189312839077,-0.04550258119094924,0.06781974961051108,-0.3262113302054839,0.13320621065153285,-0.014342470836353914
0.0,0.0,0.0,0.010340031257159469,-0.023019339068373897,0.061050628500065506,0.005408171510709454,0.9024494891397801,-0.28218901808210817,0.09935325508312938,-2.4558686774920124,0.6821353850080414,-0.3064757486081713,0.02610858152186106,-0.1471458798974703,-0.04722910904065137,0.15726360872217243,-0.22876111833540386,-0.06621352860606752,-0.011812266991765515
